_id,CONSOLIDATED_BUSINESS_SEGMENT,company_name,country
ACC003049,Core,Company 3049,US
ACC003050,Individuals,Company 3050,IN
ACC003051,Core,Company 3051,CA
ACC003052,Growth,Company 3052,US
ACC003053,Enterprise,Company 3053,US
ACC003054,Growth,Company 3054,US
ACC003055,Growth,Company 3055,US
ACC003056,Growth,Company 3056,US
ACC003057,Core,Company 3057,CA
ACC003058,Core,Company 3058,UK
ACC003059,Core,Company 3059,US
ACC003060,Growth,Company 3060,CA
ACC003061,Growth,Company 3061,CA
ACC003062,Core,Company 3062,US
ACC003063,Individuals,Company 3063,UK
ACC003064,Growth,Company 3064,UK
ACC003065,Growth,Company 3065,AU
ACC003066,Growth,Company 3066,US
ACC003067,Core,Company 3067,US
ACC003068,Enterprise,Company 3068,US
ACC003069,Growth,Company 3069,US
ACC003070,Core,Company 3070,US
ACC003071,Individuals,Company 3071,CA
ACC003072,Enterprise,Company 3072,US
ACC003073,Enterprise,Company 3073,US
ACC003074,Individuals,Company 3074,IN
ACC003075,Individuals,Company 3075,US
ACC003076,Core,Company 3076,US
ACC003077,Growth,Company 3077,UK
ACC003078,Growth,Company 3078,US
ACC003079,Core,Company 3079,US
ACC003080,Core,Company 3080,UK
ACC003081,Core,Company 3081,US
ACC003082,Enterprise,Company 3082,US
ACC003083,Enterprise,Company 3083,US
ACC003084,Enterprise,Company 3084,AU
ACC003085,Core,Company 3085,US
ACC003086,Core,Company 3086,CA
ACC003087,Growth,Company 3087,US
ACC003088,Growth,Company 3088,UK
ACC003089,Individuals,Company 3089,US
ACC003090,Individuals,Company 3090,US
ACC003091,Individuals,Company 3091,US
ACC003092,Individuals,Company 3092,UK
ACC003093,Individuals,Company 3093,US
ACC003094,Growth,Company 3094,US
ACC003095,Core,Company 3095,US
ACC003096,Core,Company 3096,US
ACC003097,Growth,Company 3097,UK
ACC003098,Core,Company 3098,US
ACC003099,Core,Company 3099,US
ACC003100,Individuals,Company 3100,US
ACC003101,Core,Company 3101,US
ACC003102,Individuals,Company 3102,US
ACC003103,Enterprise,Company 3103,US
ACC003104,Growth,Company 3104,US
ACC003105,Enterprise,Company 3105,AU
ACC003106,Core,Company 3106,US
ACC003107,Growth,Company 3107,CA
ACC003108,Core,Company 3108,US
ACC003109,Individuals,Company 3109,US
ACC003110,Core,Company 3110,US
ACC003111,Core,Company 3111,US
ACC003112,Enterprise,Company 3112,UK
ACC003113,Enterprise,Company 3113,AU
ACC003114,Growth,Company 3114,UK
ACC003115,Growth,Company 3115,UK
ACC003116,Core,Company 3116,US
ACC003117,Enterprise,Company 3117,US
ACC003118,Core,Company 3118,CA
ACC003119,Core,Company 3119,US
ACC003120,Core,Company 3120,US
ACC003121,Core,Company 3121,IN
ACC003122,Core,Company 3122,IN
ACC003123,Growth,Company 3123,UK
ACC003124,Core,Company 3124,US
